Ref,Title,FName,MName,LName,BDate,DDate,Male,Silent,CharTypeID,KnownAs,Comments,CDate,UDate,CName,UName
1135,,Jim,,Price,,,0,0,,,Village postman - 1951 to 1968,05/30/08 17:16:23,05/30/08 17:16:23,fishec50,fishec50
1136,2,,,Price,,,0,0,,,Village postmistress 1951 - 1968,05/30/08 17:19:21,05/30/08 17:19:21,fishec50,fishec50
1137,,Bella,,The Horse,,,0,1,,,At the stables in 2008,06/13/08 14:57:05,06/13/08 14:57:18,fishec50,fishec50
1138,,Eric,,Donnelly,,,1,1,,,,06/18/08 17:22:18,06/18/08 17:22:18,fishec50,fishec50
1139,5,Deepak,,Gupta,,,1,0,,,Usha's dad,06/20/08 14:52:11,07/15/08 16:07:40,fishec50,fishec50
1140,27,Dominic,,The Priest,,,1,0,,,,07/18/08 10:28:09,04/26/12 16:00:55,fishec50,fishec50
1141,,Sanchali,,Gupta,,,0,1,,,Usha's mum,07/22/08 14:59:17,07/22/08 14:59:17,fishec50,fishec50
1142,2,Mabel,,Bagshawe,,,0,0,,,An OAP who attends the WI over 60s and the church. She is very deaf and suffers from angina. Her late husband was called Edward. 1982,07/22/08 15:20:01,07/22/08 15:39:45,fishec50,fishec50
1143,,Mildred,,Summergill,,04/20/09 00:00:00,0,0,,,,07/23/08 15:33:44,08/18/09 17:01:46,fishec50,fishec50
1144,,Arthur,,Gryst,,,1,1,,,,07/25/08 12:23:42,07/25/08 12:23:42,fishec50,fishec50
1145,,Whisky,,The Cat,,,0,1,,,Mrs P's Siamese cat - dead,07/25/08 16:49:50,02/24/12 11:31:46,fishec50,fishec50
1146,,Jane,,Maxwell,,,0,0,,,,07/25/08 17:19:14,07/25/08 17:19:14,fishec50,fishec50
1147,,Cormac,,Troughton,,,1,1,,,,07/31/08 12:41:42,07/31/08 12:41:42,fishec50,fishec50
1148,,Lindsey,,The Social Worker,,,0,1,,,Matt's social worker,08/27/08 16:51:20,04/26/12 16:01:11,fishec50,fishec50
1149,,Darryl,,The Farmer,,,1,1,,,A young Farmer,09/08/2008 16:51,04/26/12 16:01:20,fishec50,fishec50
1150,,Dickie,,Fowler,,,1,0,,,Apprentice to Tom Forrest in 1965,09/09/2008 10:10,09/09/2008 10:11,fishec50,fishec50
1151,,Barbara,,Fry,,,0,1,,,Bert's daughter in law,09/10/2008 17:22,09/10/2008 17:22,fishec50,fishec50
1152,,Dave,,Kedge,,,1,1,,,Matt's accountant,09/17/08 16:54:15,09/17/08 16:54:15,fishec50,fishec50
1153,,Pauline,,Anderson,,,0,1,,,,09/18/08 11:57:41,09/18/08 11:57:41,fishec50,fishec50
1154,,Pete,,The Gamekeeper,,,1,1,,,Assistant gamekeeper to Will - 2008,09/18/08 14:24:02,04/26/12 14:46:18,fishec50,fishec50
1155,,Jimmy,,Prentice,,,1,1,,,Bertâ€™s archrival in the ploughing contests,09/18/08 17:10:19,09/18/08 17:10:25,fishec50,fishec50
1156,,Louise,,Morgan,,02/26/10 00:00:00,0,0,,,Matt's birth mother - when Matt was born her name was Cave. Morgan is her married name. She was 77 in 2008,09/22/08 12:33:09,05/13/10 12:47:59,fishec50,fishec50
1157,,Charlton,,Peregrine 3rd,,,1,0,,,Caroline's Old English Sheepdog,09/23/08 15:19:58,09/23/08 15:20:19,fishec50,fishec50
1158,,Richard,,Todd,,,1,0,,,Himself,10/31/08 14:54:45,10/31/08 15:09:48,fishec50,fishec50
1159,,Prem,,The friend,,,1,0,,,Friend of the Grupta family,11/03/2008 15:32,04/26/12 16:01:35,fishec50,fishec50
1161,2,Hilary,,Noakes,,,0,1,,,Lives in Grange Spinny - 2008,11/18/08 16:38:42,03/03/2010 15:41,fishec50,fishec50
1162,,Harriet,,Noakes,,,0,1,,,Lives in Grange Spinny has a horse at the stables -2008. Hilary's daughter,11/18/08 16:39:22,07/29/13 10:04:20,fishec50,fishec50
1163,,Ryan,,The Thief,,,1,0,,,The gambler,12/03/2008 15:28,04/26/12 16:03:02,fishec50,fishec50
1164,,Maria,,The Carer,,,0,0,,,,12/04/2008 15:58,04/26/12 16:03:34,fishec50,fishec50
1165,,Sandra,,The PA,,,0,1,,,Borchester land's personal assistant - PA,01/08/2009 16:14,04/26/12 16:03:51,fishec50,fishec50
1166,,Gary,,The Pigman,,,1,0,,,Tom's assisant pigman - 2008,01/19/09 12:47:42,04/26/12 12:39:41,fishec50,fishec50
1167,,Diane,,Chivers,,,0,0,,,"The boss at The Willows, where Jack stayed in October 2008 when Peggy had a stroke.",01/30/09 11:57:20,01/30/09 12:00:23,fishec50,fishec50
1168,,Ippy,,The Horse,,,0,0,,,Caroline's horse in 1990,02/05/2009 10:08,02/05/2009 10:08,fishec50,fishec50
1169,,Angela,,Probert,,,0,1,,, Runs a children's dance school in Felpersham,02/17/09 12:53:30,02/17/09 12:53:54,fishec50,fishec50
1170,,Hannah,,The Agricultural student,,,0,0,,,Agricultural student who works with Tom and Jazzer 2008 - 09,02/17/09 15:11:57,04/26/12 16:04:49,fishec50,fishec50
1171,,Charles,,Wharburton,,,1,0,,,Flight Lieutenant - When a jet plane crashed near five acre field at Brookfield in 1952 Charles Wharburton was put in charge of salvage.,02/24/09 11:47:16,02/24/09 11:49:26,fishec50,fishec50
1172,,Jimmy,,Wharburton,,,1,0,,,Son of Charles,02/24/09 11:50:04,02/24/09 11:50:18,fishec50,fishec50
1173,,Barney,,The Carer,,,1,1,,,Jack Woolley's carer 2008 -9,02/26/09 10:45:10,04/26/12 16:08:33,fishec50,fishec50
1174,,Miranda,,Streatfield,,,0,1,,,Wife to Crispin and mother to Sebastian and Venetia,02/27/09 15:07:45,02/27/09 15:10:08,fishec50,fishec50
1175,,Andrew,,Eagleton,,,1,0,,,Member of Borchester Land board,03/02/2009 17:33,06/25/10 10:32:52,fishec50,fishec50
1176,9,Donald,,Elbury,,,1,0,,,,03/16/09 12:16:17,03/16/09 12:16:17,fishec50,fishec50
1177,,Alan,,Nicholas,,,1,0,,,Post sixties hippy with long hair and guitar - lived in Ambridge in the early '70s,03/24/09 16:05:16,03/24/09 16:06:07,fishec50,fishec50
1178,,Gareth,,The Supermarket,,,1,0,,,Brian and Tom's supermarket deal chap,03/31/09 15:45:18,04/26/12 16:08:49,fishec50,fishec50
1179,,Martin,,Harris,,01/11/2009 00:00,1,1,,,,04/01/2009 15:21,04/01/2009 15:31,fishec50,fishec50
1180,6,,,Bradley,,,1,1,,,Almost as old as Jill who was born in 1930,04/01/2009 15:30,04/01/2009 15:32,fishec50,fishec50
1181,,Mike,,Ferguson,,,1,0,,,An inspector from the Environment Agency - 2009,05/01/2009 15:02,05/01/2009 15:02,fishec50,fishec50
1182,,Treacle,,The Hen,,,0,1,,,One of the hens at Willow Farm,05/11/2009 14:30,05/11/2009 14:30,fishec50,fishec50
1184,,Bryony,,Simms,,,0,1,,,A cheesemaker in Elbury - 2009,06/01/2009 15:28,06/01/2009 15:28,fishec50,fishec50
1185,,Russell,,Baxter,,,1,0,,,Matt's solicitor 2009,06/01/2009 16:22,06/01/2009 16:22,fishec50,fishec50
1186,,Andrea,,Jennings,,,0,1,,,"TWJ Business Loans Unit - Matt and Chalkman - 2009
(Archive this is not Anthea who started working for Amside in 2013 they just have very similar names)",06/01/2009 16:25,08/28/13 10:49:52,fishec50,fishec50
1187,,Bessy,,The Dog,,,0,1,,,Tony's dog 1985 - dead,06/09/2009 12:00,12/03/2012 14:47,fishec50,fishec50
1188,,Harry,,The Boar,,,1,1,,,Tom's Gloucester old spot boar 2009,06/12/2009 11:23,06/19/09 12:05:29,fishec50,fishec50
1189,2,,,Simons,,,0,1,,,Widow - 2009,06/19/09 12:02:18,06/19/09 12:02:26,fishec50,fishec50
1190,,Steve,,Woods,,,1,1,,,,06/19/09 12:44:55,06/19/09 12:44:55,fishec50,fishec50
1191,,Luke,,The Pianist,,,1,1,,,,07/07/2009 15:03,04/26/12 16:09:15,fishec50,fishec50
1192,,Dusty,,Rhodes,,,1,0,,,,07/07/2009 15:41,07/07/2009 15:41,fishec50,fishec50
1193,,Adrian,,Whitmore,,,1,1,,,About the same age as David Archer,07/23/09 11:00:02,07/24/09 11:29:53,fishec50,fishec50
1194,,Naomi,,The barmaid,,,0,1,,,waitress at Jaxx - 2009,07/27/09 16:38:58,11/09/2012 11:51,fishec50,fishec50
1195,,Vicky,Kathleen,Tucker,12/17/65 00:00:00,,0,0,,Vicky,Mike's second wife - she is a Victoria but always called Vicky. They married on 15/7/09.,08/05/2009 11:38,08/31/12 12:34:40,fishec50,fishec50
1196,,Sharon,,The Office manager,,,0,1,,,2009,08/19/09 16:17:04,04/26/12 16:12:54,fishec50,fishec50
1197,,Mike,,Henthorne,,,1,1,,,,08/19/09 16:55:07,08/19/09 16:55:07,fishec50,fishec50
1198,,Andrew,,Nic Hanson's ex,,,1,1,,,"Nic Hanson's ex. 
Father of Jake and Mia. His birthday is 14th August",08/24/09 12:42:55,04/26/12 16:13:31,fishec50,fishec50
1199,2,Agatha,,Turvey,,03/24/76 00:00:00,0,0,,,,08/24/09 16:02:14,08/24/09 16:10:24,fishec50,fishec50
1200,,Ray,,Watkins,,,1,1,,,Ex employee of C3PL his wife Sarah and daughter Zoe visited Matt,09/28/09 14:44:25,09/28/09 14:48:15,fishec50,fishec50
1201,,Sooty,,The Cat,,,0,0,,,,09/29/09 12:44:53,09/29/09 12:44:53,fishec50,fishec50
1202,,Wilfred,John,Sprogett,,,1,0,,,,10/02/2009 14:59,10/02/2009 15:13,fishec50,fishec50
1203,,Justin,,Bamford,,,1,1,,,Coriander's partner and father of her child,10/05/2009 13:00,10/05/2009 13:00,fishec50,fishec50
1204,,Charlie,,The bird expert,,,1,0,,,The bird expert,10/09/2009 16:20,04/26/12 16:13:45,fishec50,fishec50
1205,,Don,,Sandland,,,1,1,,,Kenton's boss at the cafe,10/14/09 15:33:34,01/05/2010 15:12,fishec50,fishec50
1206,,Antony,,Gormley,,,1,0,,,Himself at The Village fete in 2009,10/14/09 15:51:31,10/14/09 15:51:31,fishec50,fishec50
1207,,Ana,,Paula,,,0,1,,,Fine art dealer,10/14/09 16:10:13,10/14/09 16:10:30,fishec50,fishec50
1208,,Alison,,The Friend,,,0,0,,,"A friend of Mike's from his dance class
And a friend of Vicky's",10/14/09 17:00:10,04/26/12 16:14:04,fishec50,fishec50
1209,,Charles,,Bartholomew,,,1,0,,,Art dealer,11/02/2009 12:24,11/02/2009 12:25,fishec50,fishec50
1210,,Leon,,The boyfriend,,,1,0,,,,11/02/2009 12:31,04/26/12 16:14:28,fishec50,fishec50
1211,,Bryce,,The Accountant,,,1,0,,,,11/02/2009 12:33,04/26/12 16:15:40,fishec50,fishec50
1212,,Marlene,,Webber,,,0,1,,,A member of the over 60s club in 2009,12/08/2009 16:30,12/08/2009 16:30,fishec50,fishec50
1213,,Martyn,,Gibson,,,1,0,,,Financial director on Borchester Land board,12/18/09 16:16:34,12/18/09 16:16:34,fishec50,fishec50
1214,,Lee,,Mason,,,1,0,,,,12/21/09 10:56:20,12/21/09 10:56:20,fishec50,fishec50
1215,,Brigitta,,The Carer,,,0,0,,,,12/23/09 15:48:25,04/26/12 16:15:58,fishec50,fishec50
1216,,Max,,The Farm student,,,1,1,,,,12/30/09 16:23:56,04/26/12 16:16:26,fishec50,fishec50
1217,,Rollo,,The Guitarist,,,1,1,,,,01/06/2010 16:31,04/26/12 16:17:00,fishec50,fishec50
1218,,Oscar,Henry,Bamford,10/12/2009 00:00,,1,1,,,Lynda and Robert's grandson  - child of Coriander and Justin,01/06/2010 16:50,01/06/2010 16:51,fishec50,fishec50
1219,,Humphrey,,Lyttelton,,,1,0,,,Himself,01/13/10 11:59:14,07/05/2010 12:33,fishec50,fishec50
1220,,Bobbie,,Waters,,,1,0,,,,01/25/10 15:18:57,01/25/10 15:18:57,fishec50,fishec50
1221,,Eric,,The Step-father,,,0,0,,,Vicky's step father,02/03/2010 14:17,04/26/12 16:17:18,fishec50,fishec50
1222,,David,,Latimer,,,1,0,,,Vicar of Ambridge from 1968 till his death sometime between 5th and 9th Feb 1973,02/11/2010 10:20,02/11/2010 10:28,fishec50,fishec50
1223,,Patrick,,Hennessy,,,1,0,,,Works for Borchester Wildlife Trust,03/08/2010 16:53,07/29/10 15:00:16,fishec50,fishec50
1224,,Clarice,,Larkin - maiden name,,,0,1,,,Mabel Larkin's sister,03/15/10 11:16:28,04/26/12 16:17:48,fishec50,fishec50
1225,,Paul,,Morgan,,06/01/2013 00:00,1,0,,,Matt's half-brother.  Has a son Charlie who has children and a daughter Grace.  Was married to Celia.,03/18/10 16:56:48,07/02/2013 14:20,fishec50,fishec50
1226,,Jude,,Simpson,12/08/1980 00:00,,1,0,,,,03/19/10 16:18:42,03/31/10 17:10:00,fishec50,fishec50
1227,,Gemma,,Hawkins,,,0,1,,The Widow Hawkins,,03/31/10 12:06:52,03/31/10 12:06:52,fishec50,fishec50
1228,,Ted,,Griffiths,,,1,0,,,,03/31/10 16:31:37,10/15/10 15:35:07,fishec50,fishec50
1229,,Jonathan,,Bailey,,,1,0,,,,04/01/2010 12:35,04/01/2010 12:35,fishec50,fishec50
1230,,Harry,,Mason,,,1,0,,,Harry was 22 in 2010,04/01/2010 13:00,04/29/10 16:20:18,fishec50,fishec50
1231,,Basil,,Young,,,1,1,,,2010 the organist at Felpersham Cathedral,04/19/10 16:47:36,04/19/10 16:47:36,fishec50,fishec50
1232,,Emmy,,The girlfriend,,,0,1,,,Waynes girlfriend and Rollo's mother born on 1st April,07/14/10 16:03:50,04/26/12 16:18:12,fishec50,fishec50
1233,,Lisanne,,Jolene's niece,,,0,1,,,Jolene's niece,07/22/10 14:50:21,04/26/12 16:18:29,fishec50,fishec50
1234,,Kevin,,Baker,,,1,1,,,Pip's tutor at college,07/29/10 15:55:08,07/29/10 15:55:23,fishec50,fishec50
1236,,Mitzy,,The office worker,,,0,1,,,2010,08/02/2010 16:49,04/26/12 16:18:53,fishec50,fishec50
1237,,Benedict,,Wheeler,,,1,0,,,,09/27/10 11:21:07,09/27/10 11:21:07,fishec50,fishec50
1238,,Edana,,The Cow,,,0,1,,,,09/28/10 15:03:55,09/28/10 15:03:55,fishec50,fishec50
1239,,Colin,,Dexter,,,1,0,,,Himself,10/19/10 11:15:32,10/19/10 11:15:32,fishec50,fishec50
1240,,Alysha,,The sheep shearer,,,0,0,,,2010,10/21/10 15:14:57,11/22/12 10:08:41,fishec50,fishec50
1241,,Rose,,The Friend,,,0,0,,,Friend of Pat's,11/23/10 10:36:05,04/26/12 16:19:59,fishec50,fishec50
1242,,Joan,,Liverton,,,0,0,,,,11/29/10 15:18:42,11/29/10 15:18:42,fishec50,fishec50
1243,,Jocelyn,,Page,,,0,0,,,,11/29/10 15:22:06,11/29/10 15:22:06,fishec50,fishec50
1244,,Shelley,,Brazil,,,0,1,,,,12/03/2010 10:35,12/03/2010 10:35,fishec50,fishec50
1245,,Grant,,The gardener,,,1,1,,,,12/03/2010 11:20,04/26/12 16:20:53,fishec50,fishec50
1247,,Rhys,,Williams,,,0,0,,,,12/15/10 12:17:12,08/28/13 16:25:11,wardm09,fishec50
1249,,Holly,,The girlfriend of Kenton,,,0,0,,,Kenton's casual sexual encounter,12/16/10 16:17:36,04/26/12 17:02:59,wardm09,fishec50
1250,,Marty,,Bryant,,,0,0,,,Jamie's friend,12/17/10 12:16:00,06/02/2011 11:42,wardm09,fishec50
1251,,Audrey,,The parish councillor,,,0,1,,,,12/17/10 12:24:18,04/26/12 16:21:53,fishec50,fishec50
1252,,Rosemary,,The Tutor,,,0,1,,,In order to get the twins both into the Cathedral school Nigel and Elizabeth decide to employ a tutor 2010,01/06/2011 11:11,04/26/12 16:22:10,fishec50,fishec50
1253,,Sydney,,Gemmell,,,1,1,,,Lucy's second son,01/06/2011 12:28,01/06/2011 12:28,fishec50,fishec50
1254,,Matthew,,The Farmer,,,0,0,,,One of Pip's YFC friends,01/10/2011 14:47,04/26/12 16:22:21,wardm09,fishec50
1255,,John,,Simons,,,1,0,,,,02/01/2011 15:41,02/01/2011 15:41,fishec50,fishec50
1256,,Tristram,,Hawkshaw,,,0,1,,,2011 Felpersham Light Opera Society director,02/15/11 15:38:11,02/15/11 15:38:44,fishec50,fishec50
1257,,Henry,Ian,Archer,01/02/2011 00:00,,1,1,,,Helen's first baby,02/15/11 17:01:33,02/15/11 17:01:33,fishec50,fishec50
1260,,,,Barrington-Hughes,,,0,1,,,Wedding at Lower Loxley 2011,03/29/11 15:17:55,03/29/11 15:18:11,fishec50,fishec50
1261,,Camilla,,Duchess of Cornwall,,,0,0,,,The Duchess of Cornwall appeared in The Archers in 2011,03/29/11 15:38:35,04/06/2011 12:15,fishec50,fishec50
1262,,General Custard,,The Bull,,,1,1,,,Gloucester cattle,03/31/11 15:42:33,04/01/2011 12:13,fishec50,fishec50
1263,,Stephen,,Maidment,,,1,0,,,Chair of the  lower Loxley  trustees,03/31/11 15:50:34,03/31/11 16:06:23,fishec50,fishec50
1264,,Gareth,,Newman,,,1,1,,,Works at Lower Loxley assistant to Reg 2011 (after the death of Nigel),04/06/2011 11:11,04/06/2011 11:11,fishec50,fishec50
1265,,Silas,,Grundy,,,1,1,,,Joe's great uncle,04/14/11 17:06:53,04/14/11 17:06:53,fishec50,fishec50
1266,,Lenny,,The bus driver,,,1,1,,,"Lenny almost got on ""Mastermind""",04/14/11 17:16:30,04/26/12 16:22:43,fishec50,fishec50
1267,,Aaron,,The odd job man,,,1,1,,,,04/14/11 17:34:03,04/26/12 16:23:20,fishec50,fishec50
1268,,Barbara,,Gladstone,,,0,1,,,Member of the Borchester Land board,04/15/11 12:34:55,04/15/11 12:34:55,fishec50,fishec50
1269,,Elona,,Makepeace,,,0,0,,,,04/15/11 14:19:01,07/15/11 16:25:56,fishec50,fishec50
1270,,Topper,,The Horse,,,0,1,,,Shula buys Topper 2012,04/20/11 10:25:52,02/29/12 12:17:01,fishec50,fishec50
1271,,Patsy,,The cleaner,,,0,1,,,Jennifer's domestic help 2011,04/20/11 11:24:48,04/26/12 16:23:49,fishec50,fishec50
1272,,Keira,Susan,Grundy,04/06/2011 00:00,,0,1,,,Ed and Emma's baby girl,04/27/11 15:36:38,05/03/2011 15:11,fishec50,fishec50
1273,,Cliff,,Alladay,,,1,1,,,,04/27/11 16:14:39,04/27/11 16:14:40,fishec50,fishec50
1274,,Spencer,,Wilkes,,,1,0,,,,05/13/11 16:21:33,05/16/11 14:31:59,fishec50,fishec50
1275,,Trevor,,Harvey,,,0,0,,,Student at Bridge Farm,05/20/11 12:59:25,05/20/11 12:59:25,fishec50,fishec50
1276,,Charles,,Forster,,,1,0,,Chaz,,05/20/11 14:58:39,05/20/11 14:58:39,wardm09,wardm09
1277,,Natalie,,Hollins,,,0,0,,,,05/20/11 15:30:28,06/14/11 12:52:33,fishec50,fishec50
1278,,Brooke,,The Student,,,0,0,,,,05/20/11 15:46:16,04/26/12 16:24:36,wardm09,fishec50
1279,,Paulie,,The student,,,1,0,,,,05/20/11 15:47:47,04/26/12 16:25:01,wardm09,fishec50
1280,,Steve,,Wilkes,,,0,0,,,"Ambridge Extra - first appearance Tuesday 5th April 2011
Younger brother of Spencer Wilkes. Over 17 in 2011",05/24/11 14:44:15,07/05/2011 10:30,wardm09,fishec50
1281,,Zofia,,The fruit picker,,,0,0,,,,05/24/11 16:47:09,04/26/12 16:25:28,fishec50,fishec50
1282,,Polly,,The girlfriend,,,0,0,,,Ambridge Extra,05/25/11 12:29:13,04/26/12 16:25:50,wardm09,fishec50
1283,,Jonty,,Waters,,,1,1,,,,05/27/11 11:26:37,05/27/11 11:26:37,fishec50,fishec50
1284,,Tig,,The Dog,02/17/11 00:00:00,,1,1,,,Brookfield male puppy in 2011 - working dog made a bit of a pet of.,05/31/11 14:31:15,06/06/2013 14:47,fishec50,fishec50
1285,,Tilly,,Button,,,0,1,,,Molly's little sister,05/31/11 15:23:22,05/31/11 15:23:22,fishec50,fishec50
1286,,Penny,,Marsh,,,0,0,,,,06/07/2011 10:39,06/07/2011 10:40,fishec50,fishec50
1287,,Eleanor,,The Harris Hawk,,,0,0,,,,06/10/2011 11:52,06/10/2011 11:52,fishec50,fishec50
1288,,,,Harrisons,,,0,0,,,,06/10/2011 12:39,06/10/2011 12:39,fishec50,fishec50
1289,,Reggie,,The debtor,,,0,0,,,Ambridge Extra (loan client),06/13/11 13:40:03,04/26/12 16:26:50,wardm09,fishec50
1290,,Martin,,White,,,1,1,,,,06/22/11 17:37:10,06/22/11 17:37:10,fishec50,fishec50
1291,,Malcolm,,Huxley,,,1,0,,,,06/27/11 17:32:54,06/27/11 17:32:54,fishec50,fishec50
1292,,Samantha,,Horrobin,,,0,1,,,,07/13/11 17:25:27,04/26/12 16:27:47,fishec50,fishec50
1293,,Doug,,Somerville,,,1,1,,,Food Hall manager for Underwoods in 2011,07/20/11 13:01:47,07/20/11 13:01:47,fishec50,fishec50
1294,,Carinthia,,Hart,,,0,1,,,Author of Mistress of the Paddocks,07/25/11 16:00:13,07/25/11 16:01:24,fishec50,fishec50
1295,,Ken,,Dickinson,,,1,1,,,Ken Dickinson is one of the most powerful developers in Borsetshire 2011,08/08/2011 14:28,08/08/2011 14:28,fishec50,fishec50
1296,,Beverley,,Hanson,,,0,1,,,Nic's mum lives in Borchester,08/11/2011 14:54,08/11/2011 14:54,fishec50,fishec50
1298,,Darrell,,Makepeace,,,1,0,,,Elona's husband,09/15/11 11:57:30,01/10/2012 16:07,fishec50,fishec50
1299,,Erin,,Hayes,,,0,0,,,Ambridge Extra,09/27/11 12:09:08,09/27/11 12:09:08,wardm09,wardm09
1300,,Gavin,,The student,,,0,0,,,Ambridge Extra.  Sixth form friend of Daniel at the Cathedral School,09/27/11 12:10:48,04/26/12 16:28:02,wardm09,fishec50
1301,,Rosa,,Makepeace,,,0,0,,,Rosa was 16 early in 2011 her birthday is between April and January,10/03/2011 15:54,12/15/11 10:36:10,fishec50,fishec50
1302,,Ana,,Makepeace,,,0,0,,,Ana was 13 in 2011,10/03/2011 15:56,10/03/2011 15:56,fishec50,fishec50
1303,,Sparky,,The dog,,,1,1,,,He belongs to Sabrina,10/13/11 16:07:10,10/13/11 16:08:06,fishec50,fishec50
1304,,Vernon,,Giddings,,,1,1,,,,11/01/2011 16:04,11/01/2011 16:04,fishec50,fishec50
1305,,Eamon,,Phillips,,,0,0,,,Sharon's husband,11/18/11 15:01:04,04/26/12 16:29:05,fishec50,fishec50
1306,,Bernie,,The builders' merchant,,,1,0,,,"Dodgy builders' merchant in Ambridge Extra, first appearance 25.10.11",11/22/11 11:24:54,04/26/12 16:29:22,wardm09,fishec50
1307,,Marvin,,The workman,,,1,0,,,Workman in Ambridge Extra,11/24/11 14:31:36,04/26/12 16:29:33,WARDM09,fishec50
1308,,Nick,,Hughes,,,1,0,,,"Ambridge Extra, building site foreman",11/24/11 16:06:52,11/25/11 14:59:05,WARDM09,wardm09
1309,,Rafe,,Sedgemore,,,0,1,,,Erin's ex boyfriend in Ambridge Extra,11/28/11 10:59:40,11/28/11 13:04:11,wardm09,wardm09
1310,,Janice,,Peplow,,,0,0,,,Care worker in Ambridge Extra,11/28/11 12:59:52,11/28/11 13:00:12,wardm09,wardm09
1311,,John,,Phillips,08/01/1998 00:00,,1,0,,Rich,"Pat and Tony's lost grandson the child of their late son John Archer.
Born 1998",11/28/11 15:19:38,08/08/2013 16:56,fishec50,fishec50
1312,,Eamon,,Phillips,,,1,0,,,Sharon's husband,11/28/11 15:38:20,01/04/2012 12:08,fishec50,fishec50
1313,,Chelsea,,Horrobin,,,0,1,,,Tracy daughter born in 2004 (not said on air),11/29/11 15:32:35,11/29/11 15:32:35,fishec50,fishec50
1314,,Brad,,Horrobin,,,1,1,,,Son of Tracy and Den born in 2006 (birth not said on air),11/29/11 15:33:15,12/14/11 17:26:20,fishec50,fishec50
1315,,Sarah,,The Mother,,,0,0,,,Friend of Helen's they met at mother and toddlers,11/29/11 16:16:38,04/26/12 16:31:12,fishec50,fishec50
1316,,Jimmy,,Anderson,,,0,0,,,,11/29/11 16:47:14,11/29/11 16:47:14,wards50,wards50
1317,,John,,Anderton,,,1,0,3,,real person - Director of the Wildfowlers' Association of Great Britain and Ireland in 1967.,11/29/11 16:51:17,11/29/11 16:51:17,wards50,wards50
1318,,Andrene,,The barmaid,,,0,0,,,,11/29/11 16:54:02,04/26/12 16:31:58,wards50,fishec50
1319,,Alex,,The Businessman,,,1,1,,,,11/29/11 17:02:41,04/26/12 16:32:58,wards50,fishec50
1320,,Pete,,Wilkes,,,1,1,,,Spencer's father,11/30/11 12:02:04,11/30/11 12:02:05,fishec50,fishec50
1321,,Perry,,The Lord Lieutenant,,,1,1,,,,11/30/11 16:00:47,04/26/12 16:33:22,fishec50,fishec50
1322,,,,Morgan,,,1,1,,,Councillor Morgan,11/30/11 16:03:53,06/19/13 12:08:00,fishec50,fishec50
1323,,Casper,,The Pony,,,1,0,,,,12/02/2011 16:36,12/02/2011 16:36,fishec50,fishec50
1324,,Clem,,Porter,,,1,0,,,,12/20/11 16:18:04,12/20/11 16:18:04,fishec50,fishec50
1325,,Rufus,,The PR man,,,1,0,,,Works for BL's PR company 2012,02/07/2012 12:44,04/26/12 16:33:37,fishec50,fishec50
1326,,Janet,,Elliot,,,0,1,,,,04/02/2012 15:28,04/02/2012 15:28,fishec50,fishec50
1327,,Ginnie,,Throgmorton,,,0,1,,,Brown Owl - 2012,04/10/2012 11:15,04/10/2012 11:15,fishec50,fishec50
1328,,Carl,,Lawrence,,,1,0,,,Amy's boyfriend,04/10/2012 14:08,04/19/12 16:29:53,fishec50,fishec50
1329,,Iftikar,,Shah,,,1,0,,Nifty Ifty or just  Ifty,,04/10/2012 15:06,08/03/2012 16:29,fishec50,fishec50
1330,,Vince,,Masters,,,0,0,,,,04/11/2012 11:24,04/11/2012 11:24,wards50,wards50
1331,,Bernard,,Hill,,,0,0,,,,04/13/12 10:28:13,04/13/12 10:28:13,wards50,wards50
1332,,Jacko,,The dog,,03/12/1975 00:00,1,1,,,Joe Grundy's dog shot by Dan,04/17/12 10:11:15,04/17/12 10:11:54,fishec50,fishec50
1333,,Hattie,,Marshall,,,0,0,,,2012 Borsetshire Against Factory Farming,04/20/12 14:23:06,04/20/12 14:23:24,fishec50,fishec50
1334,,Vera,,Willetts,,,0,1,,,,04/20/12 16:57:31,04/20/12 16:57:32,fishec50,fishec50
1335,,Dick,,Pearson,,,1,0,,,Landlord of The Cat and Fiddle,04/24/12 16:41:39,04/24/12 16:41:56,fishec50,fishec50
1336,,Martin,,Sykes,,,1,1,,,A councillor from the planning committee,04/26/12 17:06:55,04/26/12 17:07:29,fishec50,fishec50
1337,,Kevin,,Townsend,,,1,0,,,Chair of the district council planning committee,05/01/2012 15:30,05/01/2012 15:31,fishec50,fishec50
1339,,Esther,,Sutton,,,0,0,,,,05/01/2012 15:56,05/01/2012 15:56,fishec50,fishec50
1340,,John,,Bagshaw,,,0,0,,,,05/01/2012 15:58,05/01/2012 15:58,fishec50,fishec50
1341,,Rochelle,,Lawrence,,,0,1,,,Carl's wife. Maiden name Barrett,05/11/2012 17:07,06/20/12 17:31:00,fishec50,fishec50
1342,,Luther,,The boyfriend,,,1,0,,,,05/16/12 17:08:18,05/16/12 17:08:22,fishec50,fishec50
1343,,Ivor,,The Horse,,,1,1,,,,05/23/12 16:21:03,05/23/12 16:21:03,fishec50,fishec50
1345,,Donna,,Horrobin,,,0,1,,,,05/24/12 15:21:48,05/24/12 15:21:48,fishec50,fishec50
1346,,Tayler,,Sweeting,,,0,1,,,Born 2007 - her birthday is after May,05/24/12 15:25:51,05/24/12 15:30:33,fishec50,fishec50
